198,214,34,81
197,214,34,81
196,215,34,81
195,216,34,81
193,217,34,81
191,216,36,85
191,218,34,81
191,219,34,81
191,219,34,81
191,225,34,81
192,224,34,81
193,224,34,81
194,223,34,81
196,224,34,81
201,222,34,81
203,219,34,81
205,216,34,81
208,210,34,81
209,210,32,77
210,210,32,77
208,208,34,81
212,210,34,81
213,215,36,85
216,218,36,85
221,221,34,81
225,220,36,85
225,224,37,89
226,230,37,89
232,225,39,94
236,225,39,94
242,224,39,94
243,220,41,98
249,220,41,98
252,217,43,103
256,216,43,103
258,213,43,103
263,213,43,103
267,217,41,98
271,221,41,98
275,223,41,98
276,226,41,98
280,229,41,98
282,229,41,98
283,227,41,98
286,228,41,98
286,227,41,98
286,226,41,98
285,225,41,98
284,226,41,98
282,226,41,98
281,225,41,98
279,223,41,98
278,222,41,98
278,223,39,94
276,222,39,94
275,221,39,94
273,222,39,94
272,222,39,94
272,224,39,94
270,221,41,98
271,220,41,98
268,220,43,103
267,220,43,103
264,220,43,103
257,221,43,103
254,221,43,103
249,220,43,103
246,223,43,103
239,225,43,103
233,227,43,103
229,226,43,103
224,224,43,103
220,223,43,103
214,218,43,103
204,217,43,103
195,216,43,103
189,222,41,98
183,223,41,98
179,226,41,98
174,228,41,98
172,230,41,98
164,233,39,94
158,230,39,94
156,232,39,94
152,233,39,94
147,228,37,89
142,227,37,89
141,232,37,89
134,232,37,89
133,234,36,85
130,236,36,85
128,235,36,85
128,238,36,85
128,241,36,85
127,243,37,89
127,244,37,89
127,244,37,89
126,245,37,89
125,242,37,89
118,214,37,89
117,212,39,94
118,210,39,94
119,211,39,94
121,212,37,89
123,205,37,89
123,199,37,89
125,198,37,89
126,194,39,94
130,195,39,94
133,195,39,94
136,193,41,98
139,192,41,98
141,190,41,98
142,183,41,98
143,176,41,98
148,173,41,98
152,174,39,94
156,173,39,94
160,172,39,94
164,174,39,94
167,176,39,94
174,182,39,94
179,183,39,94
181,179,39,94
183,175,39,94
186,171,39,94
188,169,39,94
190,169,39,94
193,169,39,94
196,170,39,94
198,170,41,98
201,170,41,98
203,169,41,98
205,167,41,98
207,164,41,98
209,163,39,94
211,160,39,94
211,159,39,94
213,160,37,89
214,161,37,89
214,162,37,89
215,162,37,89
217,162,37,89
219,163,37,89
221,161,37,89
222,159,37,89
224,158,37,89
226,156,37,89
227,156,37,89
229,156,37,89
230,157,37,89
232,159,37,89
235,159,37,89
237,160,37,89
239,160,37,89
241,158,37,89
243,156,37,89
245,154,37,89
246,154,37,89
247,154,37,89
249,154,37,89
250,154,37,89
252,154,37,89
254,153,37,89
256,152,37,89
258,150,37,89
261,149,37,89
264,150,37,89
267,149,37,89
269,150,37,89
271,151,37,89
273,153,37,89
275,153,37,89
276,153,37,89
277,152,37,89
278,150,37,89
279,149,37,89
279,148,37,89
278,148,37,89
278,148,37,89
278,148,37,89
277,149,37,89
277,148,37,89
278,146,37,89
278,144,37,89
279,144,37,89
279,144,37,89
279,143,37,89
280,144,37,89
280,146,37,89
281,148,37,89
280,152,37,89
281,155,37,89
282,156,37,89
282,157,37,89
282,156,37,89
281,156,37,89
280,156,37,89
280,157,37,89
280,158,37,89
280,157,37,89
281,155,37,89
282,154,37,89
283,154,37,89
283,154,37,89
283,155,37,89
284,155,37,89
284,157,37,89
285,158,37,89
285,159,37,89
284,159,37,89
283,158,39,94
281,157,41,98
281,158,41,98
280,158,41,98
279,158,41,98
279,157,41,98
279,156,41,98
280,155,41,98
279,155,41,98
278,157,41,98
278,159,41,98
278,161,41,98
276,164,41,98
276,164,41,98
274,163,41,98
273,165,41,98
271,165,41,98
269,164,43,103
268,164,43,103
265,163,43,103
263,163,43,103
261,162,43,103
259,161,43,103
258,162,43,103
256,162,43,103
252,162,46,109
250,163,46,109
248,162,48,114
246,165,48,114
244,165,48,114
242,164,48,114
240,165,48,114
236,166,48,114
233,169,48,114
230,171,48,114
228,170,48,114
225,170,48,114
224,170,48,114
222,168,48,114
221,166,48,114
219,166,48,114
218,166,48,114
216,165,48,114
214,165,48,114
213,167,48,114
211,169,48,114
208,171,48,114
205,171,48,114
203,172,48,114
200,170,50,120
198,170,50,120
196,170,50,120
194,169,50,120
193,169,50,120
191,165,53,126
190,164,53,126
190,164,53,126
189,163,53,126
188,161,53,126
189,161,53,126
189,161,53,126
189,162,53,126
189,164,53,126
188,165,53,126
188,167,53,126
187,167,53,126
186,168,53,126
186,167,53,126
187,168,50,120
186,167,50,120
186,167,50,120
186,167,50,120
185,166,50,120
185,167,50,120
185,168,50,120
185,170,50,120
185,170,50,120
185,169,50,120
185,171,50,120
185,169,50,120
186,169,50,120
186,168,50,120
185,168,50,120
186,170,50,120
185,171,50,120
184,173,50,120
183,174,50,120
182,175,50,120
181,176,50,120
179,177,50,120
177,179,50,120
175,180,50,120
172,181,50,120
168,182,50,120
164,181,53,126
162,182,53,126
160,182,53,126
158,183,53,126
155,183,53,126
153,183,53,126
151,184,53,126
149,184,53,126
147,184,53,126
145,185,53,126
144,186,53,126
142,186,53,126
140,187,53,126
138,188,53,126
137,189,53,126
135,190,53,126
133,190,53,126
132,191,53,126
131,192,53,126
130,192,53,126
128,192,53,126
128,192,53,126
128,192,53,126
127,192,53,126
128,193,53,126
128,193,53,126
128,194,53,126
129,194,53,126
129,194,53,126
130,195,53,126
131,196,53,126
133,197,53,126
133,197,53,126
136,200,50,120
137,201,50,120
137,198,53,126
138,198,53,126
139,198,53,126
140,199,53,126
140,199,53,126
141,200,53,126
140,200,53,126
141,201,53,126
140,201,53,126
140,201,53,126
140,202,53,126
140,202,53,126
139,202,53,126
139,203,53,126
137,203,53,126
137,204,53,126
136,203,53,126
136,203,53,126
136,203,53,126
135,204,53,126
134,205,53,126
134,204,53,126
134,204,53,126
134,205,53,126
134,205,53,126
135,206,53,126
135,205,53,126
135,206,53,126
136,206,53,126
137,206,53,126
138,206,53,126
138,207,53,126
139,207,53,126
139,207,53,126
140,208,53,126
140,209,53,126
141,208,53,126
141,209,53,126
142,209,53,126
143,210,53,126
143,210,53,126
144,210,53,126
145,211,53,126
146,211,53,126
147,212,53,126
147,212,53,126
147,212,53,126
148,212,53,126
148,212,53,126
148,213,53,126
148,213,53,126
148,213,53,126
149,213,53,126
149,213,53,126
149,214,53,126
150,214,53,126
150,214,53,126
150,215,53,126
150,215,53,126
151,215,53,126
152,217,50,120
152,216,50,120
152,216,50,120
152,216,50,120
152,215,50,120
153,215,50,120
153,215,50,120
153,215,50,120
154,214,50,120
155,215,50,120
156,215,50,120
156,215,50,120
157,215,50,120
158,215,50,120
159,215,50,120
160,215,50,120
160,215,50,120
161,216,50,120
161,216,50,120
161,216,50,120
162,216,50,120
162,216,50,120
162,216,50,120
163,216,50,120
163,216,50,120
163,215,50,120
164,215,50,120
165,216,50,120
166,216,50,120
167,216,50,120
169,217,50,120
170,217,50,120
172,217,50,120
173,218,50,120
174,218,50,120
176,218,50,120
178,218,50,120
179,218,50,120
181,218,50,120
183,219,50,120
184,219,50,120
186,219,50,120
187,219,50,120
189,220,50,120
190,220,50,120
191,220,50,120
193,220,50,120
194,219,50,120
196,218,50,120
198,218,50,120
201,216,50,120
204,215,50,120
207,216,50,120
209,216,50,120
212,216,50,120
214,217,50,120
217,219,50,120
220,221,50,120
223,221,50,120
227,222,50,120
232,223,50,120
237,224,50,120
246,223,48,114
252,221,48,114
259,221,48,114
264,225,46,109
271,227,43,103
277,227,43,103
278,226,46,109
286,226,46,109
294,225,46,109
300,224,46,109
306,225,46,109
309,223,48,114
315,220,48,114
322,217,48,114
330,216,48,114
336,220,46,109
343,219,46,109
351,215,48,114
359,214,48,114
368,212,48,114
373,208,50,120
375,209,50,120
379,207,53,126
388,214,50,120
397,214,50,120
403,216,50,120
407,217,50,120
410,217,50,120
412,214,50,120
413,213,50,120
412,208,53,126
410,205,53,126
408,202,53,126
406,200,53,126
404,196,53,126
401,193,53,126
399,191,53,126
396,190,53,126
392,187,53,126
389,183,53,126
386,179,53,126
383,176,53,126
380,174,53,126
376,172,53,126
373,171,53,126
370,171,53,126
367,171,53,126
364,172,53,126
361,173,53,126
359,173,53,126
357,173,53,126
355,175,53,126
353,174,53,126
352,173,53,126
352,171,53,126
351,169,53,126
350,167,53,126
348,166,53,126
346,165,53,126
345,165,53,126
343,165,53,126
342,165,53,126
341,166,53,126
341,166,53,126
340,166,53,126
340,167,53,126
340,167,53,126
340,168,53,126
340,168,53,126
340,167,53,126
340,167,53,126
340,166,53,126
339,166,53,126
338,167,53,126
337,168,53,126
336,167,53,126
335,168,53,126
335,167,53,126
333,167,53,126
333,168,53,126
332,168,53,126
332,169,53,126
331,170,53,126
330,170,53,126
329,171,53,126
328,171,53,126
327,171,53,126
326,171,53,126
324,171,53,126
322,170,53,126
320,171,53,126
319,169,53,126
318,168,53,126
317,167,53,126
316,165,53,126
315,165,53,126
314,164,53,126
313,164,53,126
312,164,53,126
311,164,53,126
311,165,53,126
310,166,53,126
310,165,53,126
309,164,53,126
307,164,53,126
305,164,53,126
302,164,53,126
301,164,53,126
299,162,53,126
297,161,53,126
295,161,53,126
295,160,53,126
295,160,53,126
295,158,53,126
294,158,53,126
294,157,53,126
293,157,53,126
293,158,53,126
293,158,53,126
292,159,53,126
292,158,53,126
292,157,53,126
292,158,53,126
291,155,55,132
291,155,55,132
290,154,55,132
289,153,55,132
288,152,55,132
288,150,55,132
288,149,55,132
288,147,55,132
288,147,55,132
288,146,55,132
289,146,55,132
289,147,55,132
290,149,55,132
290,149,55,132
291,150,55,132
292,150,55,132
294,150,55,132
295,149,55,132
296,145,58,139
298,144,58,139
301,143,58,139
304,143,58,139
306,143,58,139
308,143,58,139
310,143,58,139
312,143,58,139
315,143,58,139
317,143,58,139
319,143,58,139
320,142,58,139
321,141,58,139
323,141,58,139
324,142,58,139
326,141,58,139
326,140,58,139
327,139,58,139
327,138,58,139
327,136,58,139
326,134,58,139
328,137,55,132
329,138,55,132
330,138,55,132
329,132,58,139
324,129,61,145
324,131,58,139
321,127,58,139
319,130,58,139
318,131,58,139
319,137,55,132
319,141,55,132
319,144,55,132
319,144,55,132
317,144,58,139
317,146,58,139
318,146,58,139
319,147,58,139
320,147,58,139
320,148,58,139
321,149,58,139
321,149,58,139
321,150,58,139
321,151,58,139
321,153,58,139
321,155,58,139
321,157,58,139
322,160,55,132
323,162,55,132
324,163,55,132
324,166,55,132
326,168,55,132
327,170,55,132
328,168,55,132
328,170,55,132
328,163,58,139
330,163,58,139
333,171,58,139
336,187,58,139
338,191,58,139
338,193,58,139
337,194,58,139
335,195,58,139
333,198,58,139
332,198,58,139
331,200,58,139
331,201,58,139
331,201,58,139
331,201,58,139
331,201,58,139
331,203,58,139
331,203,58,139
332,203,58,139
333,203,58,139
334,203,58,139
337,204,55,132
337,203,55,132
338,203,55,132
338,203,55,132
339,203,55,132
339,204,55,132
340,204,55,132
340,204,55,132
340,204,55,132
341,203,55,132
340,202,55,132
341,201,55,132
340,200,55,132
340,201,55,132
339,201,55,132
339,201,55,132
338,200,55,132
337,200,55,132
337,201,55,132
337,200,55,132
336,202,55,132
336,202,55,132
